number,age,response_id,gender,fav_char,choice_dictation,Socialiser,Achiever,Explorer,Killer,platform,class,character_gender,Self.Monitoring,Nondisclosure.of.Imperfection,Nondisplay.of.Imperfection,Perfectionistic.Self.Promotion,Openness.To.Experience,Agreeableness,Conscienctiousness,Neuroticism,Extraversion
744,21 - 24,R_1ffwGE0a3uLnivA,Male,Zenyatta,80,4,1,3,2,Playstation,Support,Male,15,3.571428571,4.7,3.8,4,3.571428571,3.7,2.25,3.222222222
745,18 - 20,R_7NYp3fUmzrAEknf,Male,Junkrat,51,1,4,2,3,PC,Defense,Male,13,4.428571429,5.9,4.9,2.571428571,3.857142857,3.6,2.125,3.333333333
746,21 - 24,R_1cTZf0Ipz1WTvEr,Male,Sombra,85,2,1,4,3,PC,Offense,Female,13,2.714285714,4.2,3.3,4.428571429,4.571428571,3.9,1.875,4.444444444
747,18 - 20,R_3ExIzk7yfW8v96Y,Female,D. Va,20,3,1,4,2,PC,Tank,Female,10,3.571428571,5.6,3.5,5,3.142857143,4.3,3.25,3.444444444
748,21 - 24,R_URD7Sy2NsqA70t3,Male,Mercy,34,2,1,4,3,PC,Support,Female,11,3.428571429,1.5,1.3,3.714285714,4.142857143,3.4,1.5,1.444444444
749,18 - 20,R_3D6dzJzm3xuM6Nf,Male,Junkrat,90,1,3,2,4,PC,Defense,Male,13,2.571428571,4,3.9,2.714285714,3.857142857,3.3,2.75,3
750,25 - 29,R_1OHuFl8SnZgnz9c,Female,Mercy,60,1,3,2,4,PC,Support,Female,8,4.285714286,5.3,3.1,4.285714286,4.857142857,3.5,1.25,2.444444444
751,25 - 29,R_1Ejs4Vu2TYxzwAO,Male,Mei,52,2,1,4,3,XBox,Defense,Female,14,3.714285714,4.4,3.6,4.142857143,4,3.2,3,3.666666667
752,18 - 20,R_2s4L3wVseNrF33Z,Female,Tracer,55,1,2,3,4,Playstation,Offense,Female,NA,3.571428571,4.9,3.1,3.857142857,3.714285714,1.7,3.125,1.444444444
753,21 - 24,R_1QrqDKPqAkyaL4O,Male,Mercy,86,1,2,4,3,Playstation,Support,Female,18,2.285714286,3.3,3.9,4.571428571,4.571428571,2.7,1.375,3.666666667
754,21 - 24,R_eXq9Kz6vHaw1rc5,Male,Genji,42,2,4,3,1,PC,Offense,Male,10,3.714285714,4.4,3.7,3.571428571,3.857142857,2.7,3.625,2.444444444
755,25 - 29,R_1kIwxd1WEtdp919,Male,Mercy,38,4,1,2,3,PC,Support,Female,17,3.285714286,3.9,2.9,4.571428571,3.714285714,3.1,2.875,3.666666667
756,18 - 20,R_3PyPbbrGQl92UoH,Female,Mercy,49,1,2,3,4,Playstation,Support,Female,12,4,6.7,6.2,3.857142857,3.714285714,3.1,4.5,2
757,18 - 20,R_bwTyDhgw5PslLQ5,Male,McCree,28,1,3,4,2,PC,Offense,Male,8,5.714285714,6.5,5,1.857142857,1.857142857,1.8,2.125,2.555555556
758,18 - 20,R_O9Fs6SBBrmtBvMd,Female,Mei,37,4,2,1,3,PC,Defense,Female,8,5.857142857,6.2,5,4,3.857142857,1.6,3.875,1.222222222
759,25 - 29,R_1MYwYjIsvrm0ckb,Male,Tracer,43,1,3,2,4,PC,Offense,Female,9,3.857142857,5.5,5.1,2,4.714285714,4,2.125,3.111111111
760,25 - 29,R_2VLbaWP1RMexwzV,Male,Mercy,50,1,2,3,4,PC,Support,Female,19,4.428571429,5.5,5.1,2.857142857,1.857142857,1.7,4.625,1.666666667
761,18 - 20,R_DC2r2owiDqXoVZT,Male,Mei,90,2,1,3,4,PC,Defense,Female,15,2.428571429,3.2,1.5,3.571428571,4.857142857,3.8,1.5,3
762,18 - 20,R_1g0CVNMeNYDcmvh,Male,Zenyatta,50,1,2,3,4,Playstation,Support,Male,14,5.571428571,5.5,3.6,3.428571429,3.571428571,3.5,3,1.444444444
763,18 - 20,R_40zEOKlbFHDVBfj,Male,McCree,68,1,2,4,3,XBox,Offense,Male,15,1.285714286,3.3,2.6,2.857142857,4.142857143,4.1,2,2.888888889
764,25 - 29,R_2qvzYBLwiV7J3EQ,Male,Zarya,40,4,1,3,2,PC,Tank,Female,8,2.142857143,4.6,2.4,3.714285714,2.285714286,3.3,3,2
765,25 - 29,R_25HeDxe95auQF9V,Male,D. Va,81,2,1,4,3,Playstation,Tank,Female,13,1.428571429,2.1,2,3.285714286,3.857142857,3.9,1.75,3.333333333
766,30 - 34,R_2EH1F7dn0j9UkTV,Male,Sombra,71,3,1,4,2,PC,Offense,Female,12,4.142857143,5.8,2.8,3.428571429,4.142857143,3.3,2.75,1.222222222
767,18 - 20,R_2yjX4geY11mO2x7,Male,Widowmaker,41,2,1,3,4,PC,Defense,Female,18,1.714285714,1.7,1.5,4.857142857,4.714285714,4.1,1.625,3.666666667
768,21 - 24,R_1gBdxEcQCaCYgMi,Male,Mercy,50,1,2,4,3,XBox,Support,Female,11,1.857142857,5.2,3.4,4.428571429,4.428571429,3,3.25,2.333333333
769,18 - 20,R_1rq81hVka1y38lt,Male,Zarya,26,1,4,2,3,XBox,Tank,Female,7,4.428571429,6.7,6.4,2.714285714,3.285714286,2.3,2.5,2.666666667
770,25 - 29,R_2zD7SEjTZY2oOXG,Male,Zarya,47,4,1,3,2,Playstation,Tank,Female,11,3.428571429,4.7,3.6,4.714285714,3.428571429,3.5,1.625,2.555555556
771,21 - 24,R_2vdIF7xpQTSnOkl,Male,D. Va,71,2,1,4,3,XBox,Tank,Female,17,2.857142857,3.2,3.5,3.285714286,3.714285714,4.1,1.25,4.333333333
772,25 - 29,R_1LMrEgjCipz1DDk,Male,Lucio,83,2,1,3,4,PC,Support,Male,12,4,4,4,2.714285714,2.857142857,3.3,2.5,3.222222222
773,18 - 20,R_b2BFeqmcac70Gdj,Male,Junkrat,39,1,2,3,4,Playstation,Defense,Male,17,2.285714286,3.5,3.4,3.285714286,4.714285714,4.3,1.25,3.444444444
774,18 - 20,R_2s75MRYUQj0oukE,Male,Lucio,100,1,2,4,3,PC,Support,Male,10,3,5.5,3.1,3.571428571,4.714285714,2.5,2.75,1.555555556
775,18 - 20,R_22PHJYm1LjgHHdD,Male,Pharah,5,2,1,4,3,PC,Offense,Female,14,1.714285714,2.7,1.8,4.857142857,4.714285714,2.6,2.75,4.111111111
776,18 - 20,R_eQlQtU3qIiwRSGR,Male,D. Va,30,4,2,3,1,PC,Tank,Female,14,5,6.4,5,2.142857143,4.285714286,3.1,2.25,2.777777778
777,30 - 34,R_72Mnu5ss03r2ljz,Male,Zenyatta,85,1,2,3,4,PC,Support,Male,16,3.285714286,3.5,2.9,3.714285714,2.571428571,4,1.625,3.444444444
778,18 - 20,R_qCUcAXHWUoAd7GN,Male,Reaper,89,2,1,4,3,XBox,Offense,Male,16,3.857142857,4.5,3.4,3.428571429,4.142857143,2.1,3.25,2.333333333
779,21 - 24,R_1pnaUYmDF2SPppG,Male,Pharah,28,1,2,4,3,PC,Offense,Female,16,3.571428571,4.3,5.1,3.857142857,3.571428571,2.8,3.625,3.888888889
780,25 - 29,R_WrMKjOR9OuKTEu5,Female,Mercy,100,1,2,3,4,XBox,Support,Female,13,2.714285714,5.2,3.1,3.714285714,4.285714286,3.6,2.25,3.222222222
781,21 - 24,R_ymvMvWIkwu0hnSF,Male,Zenyatta,69,4,1,2,3,PC,Support,Male,19,6,6.5,6.1,4.857142857,4.142857143,2.5,4.125,3.666666667
782,18 - 20,R_1cZFpPklZwURWQu,Male,Genji,38,3,1,4,2,XBox,Offense,Male,13,5.571428571,6.7,6.7,2.857142857,4.285714286,2.6,3.375,1.444444444
783,18 - 20,R_25uWlB6oduDNerl,Male,McCree,78,1,2,4,3,PC,Offense,Male,16,3.142857143,5.2,2.9,2.571428571,4.428571429,2.8,1.5,3.666666667
784,18 - 20,R_12Qmi0NbGfpjOur,Male,Doomfist,24,3,1,4,2,PC,Offense,Male,19,4.428571429,4.9,3,3.428571429,3.714285714,2.2,2.5,3.777777778
785,21 - 24,R_3smo4ueSCoa3VoE,Male,Junkrat,81,1,2,4,3,PC,Defense,Male,20,2.571428571,5,4.1,4,4.285714286,3.4,2.375,3.666666667
786,18 - 20,R_2YJutF6jz3HX7Y4,Male,Mercy,94,1,2,3,4,PC,Support,Female,11,5.714285714,5,5,4,4,3.4,2.125,2.777777778
787,21 - 24,R_1Nn2xXCCS32lW0X,Male,Zenyatta,81,2,1,3,4,Playstation,Support,Male,16,4.285714286,4.6,4.4,3,3.571428571,2.4,3.25,2.666666667
788,18 - 20,R_1Ehv8ItHShn3ALt,Male,Zarya,37,1,2,3,4,PC,Tank,Female,12,3.142857143,5.3,3.9,3.857142857,4.428571429,3.5,1.5,1.666666667
789,18 - 20,R_1f3f5SKyDEIKTN9,Male,Mercy,75,2,1,3,4,PC,Support,Female,19,3.428571429,5.4,3.4,4.714285714,3.285714286,1.8,3.875,3.333333333
790,30 - 34,R_2xIWd4ZCELzYZwa,Male,Pharah,62,2,1,4,3,Playstation,Offense,Female,15,1.714285714,4.2,1.7,4.857142857,4.714285714,3.8,3.625,3.666666667
791,25 - 29,R_1Cx5kBEUUgGuhqV,Male,Hanzo,0,4,1,3,2,PC,Defense,Male,8,1.428571429,5.7,1.5,3.428571429,3.857142857,2.2,1.5,1.666666667
792,21 - 24,R_27Crs7LE8ceLvIy,Male,McCree,75,2,1,4,3,PC,Offense,Male,12,4,4.7,4.5,3,3.428571429,3.4,2.125,2.555555556
793,35 - 39,R_2uZYadiBzz50mi0,Male,Junkrat,0,1,2,3,4,PC,Defense,Male,13,4,3.8,3.1,4,4.142857143,2.7,3,2.333333333
794,21 - 24,R_0cwkwgcidGnppKx,Male,Reinhardt,40,1,2,3,4,PC,Tank,Male,17,3.285714286,3.4,4.6,4.571428571,4,3.8,2.75,3.333333333
795,21 - 24,R_6tGGDLqace4OgWl,Male,Winston,48,2,1,3,4,PC,Tank,Male,19,4.285714286,6.4,5.1,4.857142857,4.285714286,3.4,4.25,3.555555556
796,18 - 20,R_AvXL9HmAsv4eYuJ,Male,Ana,70,1,2,4,3,PC,Support,Female,17,4.142857143,6.6,6,3.428571429,4.285714286,3.9,2,5
797,18 - 20,R_1eOBDqh3U1WlEus,Male,Genji,19,4,2,1,3,PC,Offense,Male,13,3.714285714,5.3,2.6,3.714285714,2.571428571,3.7,1.875,2.444444444
798,21 - 24,R_BFjtHV6JFgl5yZr,Female,Zarya,50,2,1,4,3,PC,Tank,Female,9,4,4.2,4.6,4.428571429,4.428571429,3.2,3.25,1.888888889
799,18 - 20,R_2OHCIjF1ypprgff,Male,McCree,86,4,1,3,2,PC,Offense,Male,17,2.571428571,4.2,2.7,4.428571429,3.571428571,3.1,3.625,2.444444444
800,18 - 20,R_2Y2NMAxcTYoHktK,Male,Lucio,25,2,1,4,3,PC,Support,Male,16,5.285714286,5.3,4.6,5,3,2.9,4.25,2.555555556
801,30 - 34,R_32OPscM0Bv4bW9Y,Female,Reinhardt,83,2,3,1,4,PC,Tank,Male,14,3.571428571,3.2,2.7,4.428571429,4.714285714,3.5,2.125,2.222222222
802,30 - 34,R_2BtBuKuvmw7wbfy,Male,Orisa,91,1,3,2,4,PC,Tank,Female,19,4,4,4,4.714285714,4.285714286,2.6,3.625,2.111111111
803,18 - 20,R_2WHdaOSjpPC2NAY,Male,Mercy,44,1,2,3,4,PC,Support,Female,6,1.714285714,6,3.1,4.571428571,4.571428571,2.2,4.75,1.333333333
804,18 - 20,R_r871OPQsypJ6gBr,Male,Junkrat,31,3,1,2,4,Playstation,Defense,Male,14,3,5.3,2.5,4.428571429,3.714285714,4,1.375,3.222222222
805,21 - 24,R_1IguaiCBReSdGP3,Male,Zenyatta,85,2,1,4,3,PC,Support,Male,14,4,4,3.5,4,4.142857143,2.3,1.625,2.444444444
806,21 - 24,R_2chX2xEmBrdbNOn,Male,Lucio,49,2,1,3,4,Playstation,Support,Male,14,3.428571429,5.1,4.7,4,4.428571429,3.3,1.75,3.666666667
807,25 - 29,R_XYZUSovmfCo0iPL,Male,Tracer,75,3,1,2,4,PC,Offense,Female,15,4.571428571,5.7,4.2,4,4,3.5,2.25,2.444444444
808,18 - 20,R_3smN80qxHixS5KX,Male,Lucio,39,4,3,1,2,PC,Support,Male,11,4.857142857,6.4,6.5,3.571428571,3.285714286,3.9,2.25,1.777777778
809,18 - 20,R_2QX627VDiqZnz6B,Female,Mercy,7,1,2,3,4,Playstation,Support,Female,11,4.142857143,5.1,3.5,4.142857143,4,3.7,1.75,3.222222222
810,21 - 24,R_12x0Htz5kvRazJR,Male,Zenyatta,35,2,1,4,3,PC,Support,Male,9,2.428571429,2.5,2.8,3.857142857,3.571428571,2.5,2,3.444444444
811,25 - 29,R_1pYBkwjACG51zAE,Male,Winston,72,2,3,4,1,PC,Tank,Male,15,4.428571429,6.5,4.8,4,2.857142857,4,3.25,2.888888889
812,18 - 20,R_3lDlrxN3RJRj8rV,Male,Mei,68,1,3,2,4,Playstation,Defense,Female,9,5.285714286,3,2.1,3.857142857,3.571428571,3.9,3.375,1
813,21 - 24,R_1N55r1nPUwk8hTw,Male,Reaper,9,4,2,3,1,XBox,Offense,Male,16,4.285714286,6.6,4.4,2.714285714,3.142857143,1.6,4.5,1.888888889
814,18 - 20,R_2CVbHm06cOfQdEp,Male,Genji,70,3,4,2,1,XBox,Offense,Male,12,4,4,4,3.142857143,3.142857143,3,2.75,2.666666667
815,25 - 29,R_3maF3a1oPkmmaad,Male,Roadhog,60,1,3,2,4,PC,Tank,Male,12,3.714285714,4.3,3.3,3.857142857,4,3.7,2.25,2.555555556
816,25 - 29,R_3eacyK7pQAJ105M,Female,Zenyatta,25,2,1,3,4,PC,Support,Male,1,3.714285714,4.9,2.2,4.571428571,4,2.6,3.5,1.555555556
817,18 - 20,R_C2M8VirngOtWELf,Male,Ana,50,2,1,4,3,PC,Support,Female,7,3.142857143,5,3.2,3.285714286,3.857142857,3.3,2,1.444444444
818,21 - 24,R_3oMV991KfaUDkdG,Male,Doomfist,80,3,1,4,2,XBox,Offense,Male,12,3,3.8,3.1,3.857142857,4.428571429,1.5,3.125,2.111111111
819,21 - 24,R_qQtjvfhqwIFimyZ,Female,Genji,40,2,1,3,4,Playstation,Offense,Male,9,4.142857143,5,4.9,4.428571429,4,3.5,2.75,2.444444444
820,21 - 24,R_3HNyiYjSD9a04A5,Male,McCree,28,2,1,4,3,Playstation,Offense,Male,13,5.571428571,5.8,5.9,4.285714286,4.714285714,3.7,3.875,2.111111111
821,18 - 20,R_3nTRBtHvRc0xJsU,Female,Sombra,75,1,2,4,3,XBox,Offense,Female,15,6,6.7,6.6,5,3.714285714,3.3,3.25,3.222222222
822,25 - 29,R_3hywwVs1CXDsaO5,Male,Torbjorn,100,2,1,3,4,Playstation,Defense,Male,17,2.714285714,3.5,4,4.571428571,4.571428571,3.7,1.5,4
823,21 - 24,R_BSx0r6UpHUkl9Cx,Female,Zenyatta,73,2,1,3,4,Playstation,Support,Male,18,3.571428571,3.9,2.9,4.571428571,3.285714286,3,3.875,2.888888889
824,25 - 29,R_sqiM561V9yL22Vr,Male,Tracer,90,1,2,4,3,PC,Offense,Female,18,3.428571429,4.6,4.2,4,4.428571429,2.6,1.875,2.888888889
825,21 - 24,R_2uqCRZhIGqcU9Zt,Male,D. Va,29,2,1,4,3,PC,Tank,Female,11,2.714285714,2.8,1.7,4.571428571,4,3.1,2.125,2.333333333
826,18 - 20,R_1dzuraUlJYLCmzH,Male,Mercy,81,1,3,2,4,PC,Support,Female,10,4.714285714,4.1,3.2,2.142857143,4.571428571,3.3,2.125,1.666666667
827,18 - 20,R_qI8S0bxndTevWeZ,Male,McCree,0,4,1,3,2,PC,Offense,Male,9,5.285714286,5.8,5.2,2.571428571,3.142857143,3.2,3.25,1
828,25 - 29,R_3O6Q67FaHqXcDAJ,Male,Zenyatta,80,3,1,2,4,PC,Support,Male,17,1.714285714,2.3,2.6,4,4.714285714,4.3,1.25,3
829,18 - 20,R_3fkLYgeKycZZZuL,Female,Zenyatta,52,1,2,3,4,PC,Support,Male,12,3.142857143,5.3,3.9,3.428571429,4.714285714,3.8,2.125,3.222222222
830,18 - 20,R_1it8R8aUoUFCMIR,Male,McCree,39,2,3,4,1,PC,Offense,Male,16,4.285714286,5.5,5.4,3.571428571,3.714285714,3.8,3.625,2.888888889
831,21 - 24,R_3r02s9itrh9VQOg,Male,Sombra,40,2,1,3,4,PC,Offense,Female,14,3.714285714,5.8,3.6,3.285714286,3.142857143,2.8,3.875,1.888888889
832,50 +,R_3pJt9euJT4tqSA1,Male,Lucio,52,1,2,3,4,Playstation,Support,Male,17,1.428571429,2.8,4.1,3.714285714,4.571428571,4.2,1,4.555555556
833,25 - 29,R_PAk2DG726RS5qEx,Male,D. Va,0,1,2,3,4,PC,Tank,Female,15,2,2.8,2,4.571428571,3.285714286,2.3,1.875,3.444444444
834,18 - 20,R_1dnKA3QbRWP5spf,Male,Mercy,68,1,2,4,3,PC,Support,Female,11,4.285714286,5,5.4,3.571428571,4.142857143,3.7,3,1
835,21 - 24,R_u2mnX3LH6cJw7kd,Male,Tracer,28,2,1,3,4,PC,Offense,Female,17,2.714285714,3.3,3.5,4.428571429,3.714285714,3,2.75,2.888888889
836,18 - 20,R_2X1igw6ztuXtUgG,Female,D. Va,90,3,1,4,2,Playstation,Tank,Female,15,5.857142857,5.9,4.1,3.428571429,4,3.9,3.625,2.555555556
837,21 - 24,R_ZlxgvN7U2zh8uZz,Female,Tracer,13,2,3,1,4,PC,Offense,Female,NA,3,3.4,1.6,4.428571429,4.142857143,3.8,2.125,2.777777778
838,18 - 20,R_1lB7XpOKU5hSE3J,Female,Lucio,90,1,2,4,3,Playstation,Support,Male,12,2.285714286,3,2.7,4.714285714,4.428571429,3.2,1.375,4.444444444
839,21 - 24,R_10UgR40GHhmY7Cp,Female,Zenyatta,30,2,1,4,3,PC,Support,Male,10,4.285714286,4.9,4.2,3.714285714,3.857142857,2.4,3.875,1.888888889
840,25 - 29,R_3jUs5atoS3pnlyi,Male,Mei,20,1,2,3,4,XBox,Defense,Female,12,4,6.3,5.5,4.142857143,3.857142857,2.6,3.625,3
841,25 - 29,R_1PbMy1wJuxrCFGE,Male,Reinhardt,81,3,1,2,4,Playstation,Tank,Male,6,4,4.1,3.8,4.571428571,3.571428571,4.1,2,3.333333333
842,21 - 24,R_3McyP98n8FcQPMO,Male,Roadhog,78,1,2,4,3,PC,Tank,Male,10,4.142857143,4.7,4.6,4.142857143,3.714285714,2.9,1.875,2.555555556
843,25 - 29,R_3qpyPpxDJllRYw1,Male,Symmetra,60,2,1,3,4,PC,Support,Female,15,3.571428571,5.6,4.9,4.571428571,4.714285714,3.7,3,1.888888889
844,25 - 29,R_3gGDTHAY4J0MSaJ,Female,D. Va,0,2,1,4,3,PC,Tank,Female,15,2.428571429,6.3,1.8,4,4.571428571,3.5,4,1.888888889
845,21 - 24,R_1N9WMKHrNEpUwcC,Male,Sombra,18,4,2,1,3,PC,Offense,Female,7,2.285714286,2.3,2.5,4,3.428571429,3,1.875,2.222222222
846,18 - 20,R_3RxszvGtYaWe6xI,Male,Genji,83,1,2,3,4,PC,Offense,Male,10,2.285714286,5.2,3.5,3.571428571,4.142857143,3,3.25,2.555555556
847,18 - 20,R_2tOsdVP36sl1h9n,Male,Ana,70,3,1,2,4,PC,Support,Female,14,4.714285714,6.4,5.3,3.571428571,3.142857143,2.5,2.875,2.111111111
848,30 - 34,R_2tyCfEElMhi1MKt,Male,Genji,74,1,2,4,3,PC,Offense,Male,18,3.142857143,3.6,4.3,4.285714286,4,3.8,2.625,4.444444444
849,21 - 24,R_25sImRlMqdEPrjL,Female,Zenyatta,81,2,1,4,3,PC,Support,Male,8,4.714285714,6.6,4.5,4.428571429,3.428571429,3,3.375,1.888888889
850,21 - 24,R_3lG0G31f6ot3mvw,Male,Tracer,61,2,1,4,3,PC,Offense,Female,12,4,4.8,2.8,4.142857143,4,1.7,2.25,2.111111111
851,18 - 20,R_27faZ8sgD8K7ZFC,Male,Doomfist,71,2,1,4,3,Playstation,Offense,Male,16,1.857142857,3.9,1.7,2.857142857,4.285714286,3.4,4.125,3.777777778
852,18 - 20,R_31EiTFzu63683Ix,Male,McCree,56,2,1,3,4,Playstation,Offense,Male,9,4.428571429,5.4,4.2,3.142857143,4.285714286,2.5,3,1.444444444
853,18 - 20,R_vicEnd1OTdowGVX,Male,Mercy,29,4,1,3,2,PC,Support,Female,15,3.714285714,6.1,5,3.857142857,3.428571429,3.1,2.5,3
854,18 - 20,R_12Ll9khBp4xwVoO,Male,Junkrat,39,1,2,4,3,PC,Defense,Male,7,5.142857143,6.2,4.6,2.571428571,3.571428571,3.2,3.25,1.333333333
855,21 - 24,R_bwuroVSJ7yAFzIB,Male,Sombra,54,1,2,4,3,PC,Offense,Female,11,4,5.9,4.9,4.428571429,3,2.6,4.375,1.555555556
856,30 - 34,R_3mkJVI080Mjuozc,Male,Ana,70,1,2,4,3,PC,Support,Female,16,4.285714286,4.6,3.8,3.714285714,4.571428571,3.8,1.75,3
857,21 - 24,R_2Scu5EqaA57oxxg,Male,Hanzo,80,2,1,4,3,PC,Defense,Male,12,3.714285714,4.6,5,4,4.142857143,3.1,2.625,4.222222222
858,25 - 29,R_x01IWAkcUV5v4oV,Male,Roadhog,74,3,1,4,2,PC,Tank,Male,11,3,4.9,2.9,3,3.571428571,3.4,2,3
859,21 - 24,R_1nT4caLqYyQEfAM,Male,Zenyatta,83,1,2,3,4,XBox,Support,Male,12,2.714285714,5.5,3.4,4.714285714,4.857142857,3.3,3.5,3.222222222
860,25 - 29,R_1EbWGmvaCPAd3yo,Male,Pharah,35,2,1,3,4,PC,Offense,Female,18,1.428571429,1.8,4,4.857142857,4.714285714,3.8,1.625,4.444444444
861,18 - 20,R_2XgJJdClus2j0ZT,Male,McCree,24,2,3,4,1,PC,Offense,Male,17,2.714285714,5.2,2.9,3.428571429,4.428571429,2.9,1.875,3.444444444
862,30 - 34,R_pnN1yy1a3zgxxPr,Male,D. Va,80,1,2,4,3,PC,Tank,Female,13,3,5.5,5,3.571428571,2.714285714,2,4.75,2.555555556
863,35 - 39,R_1FfZgMkYuWsYyxt,Male,Winston,60,1,2,4,3,PC,Tank,Male,8,2.428571429,2.9,1.6,4.142857143,4.428571429,3.9,1.625,1.555555556
864,18 - 20,R_31RwCG8wyOe8A4W,Male,Tracer,72,2,1,3,4,PC,Offense,Female,14,3.714285714,5.1,4.2,2.857142857,3.571428571,3,2,2.777777778
865,18 - 20,R_2Y48VfkYTBlDTJr,Male,Pharah,21,3,2,4,1,Playstation,Offense,Female,10,3.571428571,4,4.1,3.571428571,4.285714286,3.4,2.875,2
866,25 - 29,R_2g8GLiU8LC5cYed,Male,Reaper,28,1,2,3,4,PC,Offense,Male,19,3.857142857,4.7,5.1,3.714285714,3.428571429,1.9,3.5,4.555555556
867,18 - 20,R_3JwxnhpgYT5Gn1O,Male,Winston,100,2,1,4,3,PC,Tank,Male,10,4.428571429,3.7,2.7,3.142857143,3.428571429,3,2,2.555555556
868,30 - 34,R_1FRO47GX8lclvX5,Male,Symmetra,49,2,1,4,3,PC,Support,Female,12,2.857142857,6.3,6.2,2.857142857,4.142857143,2.4,3.5,3.111111111
869,18 - 20,R_scFjWAYX0PqlrUZ,Male,Ana,52,2,1,4,3,PC,Support,Female,2,1.857142857,4.3,3.7,3,3,2.5,4.25,1.666666667
870,25 - 29,R_eaFtqDgJgu8KEEN,Male,McCree,34,2,1,3,4,PC,Offense,Male,11,5.142857143,4.8,4.1,3.857142857,2.714285714,2.5,4,2.444444444
871,21 - 24,R_3I5bSvG04ddrLKM,Male,D. Va,100,2,1,4,3,XBox,Tank,Female,15,4,5,3.7,4,2.428571429,2.9,2.625,1.888888889
872,21 - 24,R_3RmAT2rivQWGdcv,Male,Sombra,70,2,1,4,3,PC,Offense,Female,10,2.571428571,4,2.4,3.142857143,4.857142857,3.2,2.75,3.555555556
873,18 - 20,R_271HZ2XVMzxvJiV,Male,Mercy,0,4,2,3,1,PC,Support,Female,12,4,4,4,3.857142857,1.571428571,2.6,4.5,3.222222222
874,30 - 34,R_XLChFInLxMnTTcl,Male,Ana,75,3,1,2,4,Playstation,Support,Female,7,4.142857143,4.7,4.2,3.428571429,4.142857143,2.7,2,2.888888889
875,18 - 20,R_2S1qMJ95XDdGHCQ,Male,Reinhardt,61,2,1,3,4,PC,Tank,Male,9,2,4.3,4.1,4.142857143,4,2.5,2.625,2.333333333
876,21 - 24,R_1CftiJZciwaRMkT,Male,Lucio,71,1,2,3,4,PC,Support,Male,9,3.857142857,5.6,4.1,3.285714286,4,2.4,3,2
877,21 - 24,R_1LBY5Lw97PqQdT2,Male,Widowmaker,40,2,1,4,3,PC,Defense,Female,8,4.428571429,3.3,3.9,3.714285714,4.285714286,4.2,3.375,2
878,21 - 24,R_1PRI8zDvUbeKIfY,Female,Winston,86,3,2,1,4,PC,Tank,Male,14,5,4.4,3.2,3.857142857,4,3.3,5,1.888888889
879,21 - 24,R_2ro5xDG0ob0KOHL,Female,Mercy,69,1,2,4,3,PC,Support,Female,13,5.285714286,6,5.7,4.285714286,4.142857143,3,4.5,2.555555556
880,30 - 34,R_cMCu5JGaunoqlnr,Male,Hanzo,29,3,2,4,1,PC,Defense,Male,16,4.285714286,5.9,6.3,3.857142857,3.428571429,2.8,3.25,1.777777778
881,30 - 34,R_1OGCBBBw0ACEvv4,Male,Zenyatta,40,1,4,2,3,Playstation,Support,Male,16,3.714285714,4.4,2.3,4.142857143,4.285714286,3.1,2.75,2.777777778
882,18 - 20,R_3D5RYqs3Qs5NBHT,Male,Hanzo,0,3,1,4,2,PC,Defense,Male,21,4.142857143,5.3,2.8,3.428571429,3.571428571,3.3,2.75,2.888888889
883,30 - 34,R_2ziNnfkY1hrsolr,Male,Widowmaker,36,4,1,3,2,PC,Defense,Female,11,4.142857143,4.7,5.2,4.285714286,2.571428571,4.1,3.125,3
884,25 - 29,R_41mDjKCpvKx38A1,Male,Pharah,35,2,1,3,4,PC,Offense,Female,8,2.857142857,4.5,3,3.571428571,3.857142857,2.9,2.5,2
885,21 - 24,R_D1dFeCTGcyOfbUJ,Male,Junkrat,79,2,1,4,3,PC,Defense,Male,12,4.142857143,5.8,4.1,3.714285714,4,3.8,2,2.888888889
886,18 - 20,R_9N3BpnmsRz4gwhj,Female,Mercy,66,1,2,4,3,PC,Support,Female,9,4.571428571,5.3,4.9,4,3.857142857,2.6,4.25,2.666666667
887,25 - 29,R_ezzwK5aLVdlzfMt,Male,Zarya,30,2,1,4,3,XBox,Tank,Female,13,4,5.4,5.1,3.857142857,3.857142857,2.4,2.375,2.333333333
888,35 - 39,R_3NVVPCfdaAV4pFT,Male,Mei,26,2,1,3,4,Playstation,Defense,Female,9,2.714285714,4.1,2.3,4,4.142857143,3.1,3.75,2.777777778
889,25 - 29,R_T1Lt3xAQH2MQOjf,Male,Tracer,70,1,2,4,3,PC,Offense,Female,12,3.571428571,4.8,4.1,4.142857143,4.571428571,3.1,2.5,2.333333333
890,18 - 20,R_11aX02aOgAJwHST,Male,Genji,84,2,1,4,3,PC,Offense,Male,NA,4.714285714,4.5,4,3.714285714,3.857142857,2.5,2.75,2.888888889
891,21 - 24,R_20ZrAZr0oPa1htM,Female,Genji,84,1,4,3,2,PC,Offense,Male,19,5.571428571,5.9,5.7,4.857142857,3.857142857,3.8,3.5,3.111111111
892,25 - 29,R_ZJdD8SUB6weQVSp,Male,Hanzo,40,4,1,3,2,PC,Defense,Male,15,4.428571429,4,2.4,2.142857143,2.857142857,3.3,2.5,2.111111111
893,18 - 20,R_yQjNyjXArxHgam5,Male,Ana,41,2,1,4,3,PC,Support,Female,11,2.428571429,3.6,3.7,4.714285714,3.714285714,2.5,2.875,2.333333333
